label,text,title
trauma,"I have several issues that I need to work through. However, I am afraid of and do not trust therapists after a horrible experience. I'm dealing with grief and guilt over losing my sons due to drug use. I have a very complicated traumatic relationship issue that is causing me severe anxiety and fear.",How do I open things up with a therapist without fearing judgment and condescension?
trauma,My boyfriend is seeking therapy. He is in his 40s and has some childhood issues. He has kids from his previous ex-wife and is unable to see them.,Should we put off kids until my husband is mentally cured?
trauma,"I have PTSD. The side effects are really bad and have impacts on sex, anger and my relationships. I even lost my job month ago.  How can I get my life back?",PTSD is impacting my whole life
trauma,"My girlfriend was abused as a child. Now, if I hug or touch her in any kind of way she says she feels as if she is being abused as a child. What might be going on?",My girlfriend can't stand it when I touch her
trauma,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",Is it possible for a person to stop feeling emotions?
trauma,"There are issues from my past that have me very heavily burdened in my heart. I've been torn for so many years and I need help so I can move on with my life.
 I experienced trauma when I was 8 years old and I did come out about it until I was 40.
 Now I know this is what's holding me back on my happiness. I've met a very loving and caring man but because I'm holding on to these things from my past I’m pushing him away.
 How can I get my life back?",My past is holding me back from my future. How can I get my life back?
trauma,I am a survivor of multiple sexual abuse/rape experiences. Triggers are having an effect on my daily life and my sexual relationship with my partner. I'm trying to learn to cope with them.,How do I cope with posttraumatic stress disorder and its triggers?
trauma,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,What is the best way to cope with the loss of someone to suicide?
trauma,"I have PTSD. The side effects are really bad and have impacts on sex, anger and my relationships. I even lost my job month ago.  How can I get my life back?",PTSD is impacting my whole life
trauma,"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age.",How can I get over my posttraumatic stress disorder without my parents knowing about it?
trauma,"There are issues from my past that have me very heavily burdened in my heart. I've been torn for so many years and I need help so I can move on with my life.
 I experienced trauma when I was 8 years old and I did come out about it until I was 40.
 Now I know this is what's holding me back on my happiness. I've met a very loving and caring man but because I'm holding on to these things from my past I’m pushing him away.
 How can I get my life back?",My past is holding me back from my future. How can I get my life back?
trauma,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",Is it possible for a person to stop feeling emotions?
trauma,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",Is it possible for a person to stop feeling emotions?
trauma,"There are issues from my past that have me very heavily burdened in my heart. I've been torn for so many years and I need help so I can move on with my life.
 I experienced trauma when I was 8 years old and I did come out about it until I was 40.
 Now I know this is what's holding me back on my happiness. I've met a very loving and caring man but because I'm holding on to these things from my past I’m pushing him away.
 How can I get my life back?",My past is holding me back from my future. How can I get my life back?
trauma,"My good childhood friend died suddenly as a teenager. I haven't seen him in four years and haven't talked to him in months yet somehow this hurts me more than I could ever imagine. It's been about three months since his passing, and I'm still not sure how to cope with this.",How can I cope with the loss of someone I love?
trauma,"My mother has quite severe, undiagnosed OCD, diagnosed posttraumatic stress disorder, and maybe other mental health issues. She is weeks away from moving in with me, my husband, and our three children. I love my mother, but once she gets within her own area, she begins to tape all cracks and crevasses. She cannot tolerate any smells.",How can I convince my mother to seek help for her obsessive-compulsive disorder?
domestic-violence,"I'm a teenager, and throughout my entire life, I've never really had good parents, or parents at all for that matter. I'm not exaggerating. I was living with my mom and grandparents until my father, in prison for most of my life, got out when I was in middle school. His mom, my grandma, only lived a mile down the road from my mom’s house, and I was so awe-stricken with my dad that I got to stay with him for a long time. Meanwhile, I did not realize that my mom was doing hardcore drugs. My mom went to prison for that and lost her café. We live in a very small town, so everyone knew about it, and I was bullied because of who my parents were. My dad ended up getting in with the wrong people and went back to prison.
 My mom and him had a mutual friend and often hung out at that person’s house. My parents did not get along at this point. We were driving him home one day from this house, and my mom stopped the car and kicked him out. He got out of the car, went to the driver’s side, and punched my mom in the face. I got out and told him not to hit my mom. At that point, I was really scared and mad that he did that, so I ran towards him to stop him. He literally picked me up and threw me on the back of a gravel road. I couldn't even walk. My mom tried to help me, but he started choking her. I hobbled over, and she barely got into the car, and we quickly drove away and called the police and ambulance. He was so badly strung out on drugs. He went to prison again and seems to be doing well. I met up with him once with my grandma, and we had coffee, but he's so hard to handle. I think a lot of it is that I can't bring myself to forgive him. My mom went back to prison again for drugs, and while she was in there, I moved in with my dad’s mom (the one who lived just down the road) because I trust her, her house is stable, and she's more nurturing, understanding, and loving then my other grandparents. I also stay at my boyfriend’s a lot. Now that my mom is out of prison, she's trying to control every aspect of my life. She’s trying to make me move back home out of Susan's house, and I don't want to. I don't like it there. They condone drug abuse and many other things, and I'm just not comfortable. She's even threatened to call the police and say I'm a runaway because she has custody of me. My boyfriend has always had this picture-perfect life, and his family are strict Christians. One time, his mom even went as far as to say that if he and I break up, if we were having sex, I would say that he raped me. I've got so many problems I don't even know what to do.",How can I quit resenting my parents for the horrible life they provided for me?
domestic-violence,"I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say “I love you” to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling.",How can I help my boyfriend's anger issues?
domestic-violence,"My friend’s husband is bipolar and refuses to take medication for it. He has taken the wheels off her vehicle before to prevent her from leaving. He has held her a prisoner in her home. He has choked her, hit her, etc. She has almost divorced him a couple of times but always makes up with him, thinking that he is going to change. She and I went to a wedding out of town in September of 2014, and ever since she has been back, he is convinced that she cheated on him while we were gone. Now he is saying that I have also cheated on my boyfriend and has come to my house and told my boyfriend this.",Is there something I should do to help my friend who is in an abusive relationship?
domestic-violence,"Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isn’t abuse, it’s just angry verbal bashing, and that it’s different. It gets worse each time. The names are very vulgar now.",How do I get my partner to stop verbally abusing me?
domestic-violence,"When they come home from their dad's and I fuss at them for anything, they move like they are dodging being hit. They say they’re sorry over and over really fast. I ask and they say no one has hit them, and I've seen no marks. Am I being paranoid or am I right to be?","If my kids come back from their dad's and act like they are afraid they will get hit, should I be worried about him abusing them?"
anger-management,I get really mad easily at my parents and family.,How can I be less angry?
anger-management,"When I think of things people put me through in the past, I get upset all over again and take it out on everyone. I'll be mad for nothing at all and have a attitude with everyone for no reason.",How can I stop overthinking and getting upset easily?
anger-management,"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?",Why do I get angry so easily?
anger-management,"When I get frustrated or upset, it becomes extremely difficult to keep my voice down. I also instantly cry and tend to have anxiety attacks. What can I do to try and control it?",Do I have an anger problem?
anger-management,My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,How do I not be angry all the time?
anger-management,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.",Why did my boyfriend hit himself in the face during an argument?
sleep-improvement,I just about fall asleep then I can't help but sit up and walk around.,How is it that I fear going to sleep?
sleep-improvement,"I've been having horrible anxiety for the last week. I can't sleep. I get a sense of doom, and it's hard to breathe. I feel like nothing I do makes it better.",How can I deal with this anxiety that keeps me up all night?
anger-management,Now I have anger and trust issues. How can I treat this and fix myself?,I endured sexual and physical abuse by my brother as child
anger-management,"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?","Sleeping, Anger and Anxiety"
anger-management,"I need answers to my anger, possessiveness, and urges.
I am angry all the time. I push people away so much that I actually blow up on people now because they ask me how my day is or was. I have a possessiveness to someone who is not even mine. I have these urges to hurt someone really bad. I want to see them beg for me to stop hurting. I want to hear their agonizing pained-filled voices. What is wrong with me?","i need answers to my angry, possessiveness, and urges"
anger-management,I get angry and act out. It scares my wife and child.,How can I control my temper?
anger-management,"What am I doing wrong? My wife and I are fighting all the time. What can I do? We don't agree on anything and she usually jumps to conclusions, which are usually wrong on how I feel. She is very family-oriented while all of my family left me on my butt, abused, ignored and messed up with me mentally. I'm not a family-oriented person. I only have two people in my life - my best friend and my wife.  My mother forced my father out of my life so I do not know who he really is. We've gotten in contact but he just makes comments on how much I look like her when in fact I look more like him. This makes me mad because I don't want to look like my mother. I hate her. All that she did was bring me down and make me homeless, which she was successful at. I need guidance in my life. I don't want to lose my wife but we need to have a space because we usually hit each other and it's not healthy. I'm dying to make our relationship healthy. I've never wanted anything more than this. Please help me. I need your advice.",How do I save my marriage?
anger-management,I get really mad easily at my parents and family.,How can I be less angry?
anger-management,"When I think of things people put me through in the past, I get upset all over again and take it out on everyone. I'll be mad for nothing at all and have a attitude with everyone for no reason.",How can I stop overthinking and getting upset easily?
anger-management,"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?",Why do I get angry so easily?
anger-management,My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,How do I not be angry all the time?
anger-management,"When I get frustrated or upset, it becomes extremely difficult to keep my voice down. I also instantly cry and tend to have anxiety attacks. What can I do to try and control it?",Do I have an anger problem?
anger-management,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.",Why did my boyfriend hit himself in the face during an argument?
anger-management,"I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say “I love you” to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling.",How can I help my boyfriend's anger issues?
sleep-improvement,Sometimes 3 times a night.,Why am I dreaming so much?
sleep-improvement,"I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real.",How do I overcome the nightmare from the domestic violence of a past relationship?
sleep-improvement,I just about fall asleep then I can't help but sit up and walk around.,How is it that I fear going to sleep?
sleep-improvement,"I've been having horrible anxiety for the last week. I can't sleep. I get a sense of doom, and it's hard to breathe. I feel like nothing I do makes it better.",How can I deal with this anxiety that keeps me up all night?
sleep-improvement,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.",How do I find out the cause of my depression and anxiety?
sleep-improvement,"I have these dreams of men, and they always seem to try to hurt me. It's gotten so bad that I first wake at 4:30, then 4:45, and finally stay awake by 6:00. I'm always the last one to fall asleep and the first to wake. I hate falling asleep. The longest I've went without sleep is three days.",How can I wake up without having an anxiety attack?
sleep-improvement,"I'm currently up paranoid about, well, everything. I can't get to sleep, and I have a feeling of being watched constantly. I have extreme depression and anxiety. I'd really like to not be this paranoid and go to bed. I've tried night lights, ambiance, and warm baths.",How can I be less paranoid at night?
sleep-improvement,It's especially bad at night time. I am scared of sleeping alone.,Why do I always feel anxious?
sleep-improvement,I have been having horrendous nightmares this whole month.,How do I get rid of my nightmares?
sleep-improvement,It's especially bad at night time. I am scared of sleeping alone.,Why do I always feel anxious?
sleep-improvement,"I get an uncontrollable swallowing that is repetitive and then somewhat out of body feeling that lasts no more than a minute or two. It usually happens in bed at night, but I occasionally experience this during the day. I have a benign brain tumor, but the doctor said it is not associated with this.",Why do I get a weird feeling every few months or so?
sleep-improvement,"I'm not the same anymore, I don't know how to get back to who I am. I'm sad and confused and angry and tired. I don't sleep well.",How do I stop feeling so awful?
sleep-improvement,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.",How do I find out the cause of my depression and anxiety?
sleep-improvement,I just about fall asleep then I can't help but sit up and walk around.,How is it that I fear going to sleep?
sleep-improvement,I have been having horrendous nightmares this whole month.,How do I get rid of my nightmares?
sleep-improvement,"I've been having horrible anxiety for the last week. I can't sleep. I get a sense of doom, and it's hard to breathe. I feel like nothing I do makes it better.",How can I deal with this anxiety that keeps me up all night?
sleep-improvement,"I have these dreams of men, and they always seem to try to hurt me. It's gotten so bad that I first wake at 4:30, then 4:45, and finally stay awake by 6:00. I'm always the last one to fall asleep and the first to wake. I hate falling asleep. The longest I've went without sleep is three days.",How can I wake up without having an anxiety attack?
sleep-improvement,"It takes me a long time to fall asleep; I’d estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe.I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my father’s business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning.After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning. How can I solve this issue?",I’ve suffered from insomnia and nightmares for about 3 years
sleep-improvement,"At school, it feels like I've lost all my friends, and I've been really weird with my sleeping patterns. I used to cut myself, and I really want to again, but I change in the locker rooms because I don’t want anybody to see. I get ticked off easy and overreact. At night, I’m very depressed and listen to sad music and all that sort of stuff. Please help me. I just want to be happy again, and I feel like I’m starting to fake a smile at school.",How can I be happy again?
sleep-improvement,"I am a teenage girl. I've been seeing the same dream once in a while since I was very young. The problem is that I don't remember anything about this dream. I still know that it's the same one, and then I wake up in a panic, and I cry really loud without knowing the reason. Why do I see the same dream, why can I not remember it, and what should I do to remember it?",I've been having the same dream since I was a child
sleep-improvement,"I constantly feel like everyone is up against me and trying their best to shut me down. It's ruining my mood and even my whole self. I have trouble sleeping, and I keep having sleep paralysis while dreaming of others mocking and judging me.",Why do I feel like everyone hates me?
sleep-improvement,"I'm a teenage girl, and my dad is an alcoholic. I hate being at home with him because he just stresses me out. He can be picking me up from basketball practice or piano lessons, and half of the time, I don't even know if he's sober or not. I refuse to get into the vehicle with him and walk home sometimes. I've either been barely sleeping or I over sleep, so I'm always tired. I live in a small town, so there's no one I can really talk to because I'm not really that close with my family.",Is it normal to blame myself for someone else's actions?
sleep-improvement,"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!",How do I deal with my son's violent thoughts and dreams?
sleep-improvement,I have been having a lot of nightmares where I am being killed in different ways. I either wake up in a panic or just crying and sweating. It has made me terrified of falling asleep and is now affecting my daily life too. Can I make the nightmares stop?,How do I stop my nightmares?
sleep-improvement,"I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real.",How do I overcome the nightmare from the domestic violence of a past relationship?
anger-management,"Any time things get heated, the past gets brought up. I raise my voice at her to try to get a point across. She asks open-ended questions but always has to turn my own answer against me. She's seven months pregnant. I have drank in the past, but I'm not dependent on alcohol—I only drink at social events.",My girlfriend always brings up past events and talks negatively about them
anger-management,We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,How do I deal with my alcoholic boyfriend with a dark past?
anger-management,"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?",Why do I get angry so easily?
anger-management,I get angry and act out. It scares my wife and child.,How can I control my temper?
anger-management,My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,How do I not be angry all the time?
anger-management,I snap easy and push people away. I need help before I push my boyfriend away.,How can I control myself and my anger?
anger-management,"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!",How do I deal with my son's violent thoughts and dreams?
anger-management,My long-term girlfriend broke up with me recently. She says it's because of my anger.,I need help controlling my anger
anger-management,I get really mad easily at my parents and family.,How can I be less angry?
anger-management,Everything just makes me upset.,How can I just be happy and not mad all the time?
anger-management,I snap easy and push people away. I need help before I push my boyfriend away.,How can I control myself and my anger?
anger-management,"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?",Why do I get angry so easily?
anger-management,"I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medicine, but I feel worthless. I want to be normal.",How do I deal with all of my disorders?
anger-management,We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,How do I deal with my alcoholic boyfriend with a dark past?
anger-management,"The sounds of eating and breathing gives me headaches—mostly mouth breathing and snoring. It makes me angry, and I want to solve it myself.",I need to know how to cope with misophonia before I go completely insane
anger-management,I don't know how to notice or express my feelings besides anger. That's really the only one i feel.,How can I be less confused about my feelings towards anything?
anger-management,"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them.",How can I control myself and learn to let things go or communicate?
anger-management,"My issue isn't resisting angry urges; it's the anger itself. My rage is extreme and vastly disproportionate to the direct stressor. It causes violent thoughts, but I never act. I stay lucid enough to know the rage is violent, not me. I don't want to drown myself in anger and resentment.",Why am I so mad?
anger-management,"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.",How can I stop being so angry?
anger-management,"I feel so irritated and frustrated because of it. I get so angry to the point that I feel like I'm going to explode. I feel pathetic, stupid, and worthless. I just can't take this anymore.","I can't focus when I'm doing work, even when I try to force myself to do it"
anger-management,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.",How can I deal with the anger problems I've gained from my soon-to-be husband?
anger-management,I get angry and act out. It scares my wife and child.,How can I control my temper?
anger-management,"I don't know what's with me. I'm almost constantly angry. Even when I'm happy, I still feel anger inside me. When I acknowledge it, it ruins my mood and takes over. I get angry at the littlest things. Even if I think someone said something they didn't, it infuriates me. Something perfectly normal can make me go off. When my anger flares up, I get a terrible pain in my chest that lasts for a while. It's like there is a fire constantly burning in my body, and anger is gasoline.",Why am I constantly angry?
anger-management,"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value when I start to get mad. I have punched holes in my wall. I can feel my aggression getting worse.",How do I manage my anger?
anger-management,"I have anger issues that have worsened over the years because I’ve never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and I think I’m about to lose her, if I already haven’t. I throw things at her when I’m angry, and sometimes I hit her. I may not hit her enough to cause harm, but I still physically lash out at her. I don’t want to lose her, and I don’t want the situation to worsen. I am a lesbian in my early 30s, and I have been dealing with anger since my childhood. I'm ready to change. I need help now. I'm about to explode.",I want to stop physically abusing my girlfriend
anger-management,"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them.",How can I control myself and learn to let things go or communicate?
anger-management,"I have a really bad temper. I get mad very easily then stay like that the whole day. I don't mean to be that way, but I can't help it.",How can I control my anger?
anger-management,"I've got so much anger. I don't know how to control myself. My girlfriend screams at me all the time, and sometime I don't know how to deal with life. I'm very depressed and angry. I feel lost.",I get so angry that I want to explode
anger-management,"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!",How do I deal with my son's violent thoughts and dreams?
anger-management,"What makes my step child, an 8 year old boy, choke my daughter, a 6 year old girl? This has been going on for 4 years. The boy tells my daughter not to tell on him. He knows it's wrong; we have did time out, spanking, taking away toys, and sitting on the wall. I am afraid for my daughters safety!",How do I stop my step child from hurting my biological child?
anger-management,"I have been diagnosed with ADHD and experienced manic depression episodes. I have problems with anger management. Apparently, I also have an ODD, bipolar and split personality. How can I be truly happy?",How can someone like me be happy?
anger-management,,I'm being emotionally abused by my dad. I need advice on how to hold my temper with him
anger-management,"Tonight, my husband seemed to put our son down through an incorrect approach. His approach was perfectly wrong. I found myself defending my son. I told him that what he did was not the way to encourage our son.
Instead of watching my husband’s harsh behavior I decided to sit beside my son and, together, we worked on his science assignment in order to encourage him to study. My husband got upset and he was swearing at me. He threatened me. I knew that he was not joking. His words scared me a lot!",My husband is harsh towards our son and threatened me
anger-management,"I'm a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get self-destructive. I used to cut but stopped. Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs. Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom. I don't live in a bad household. I have a great family, a great relationship with my boyfriend, and a good job. I have no idea what this is and I don't know how to control it. It's over any little thing. Tonight, it was because I couldn't get my earrings out. This happens maybe two to three times on a good week, and it's always over stupid, petty things.",Why do I get random spurts of anger over petty things?
anger-management,"Every time I speak, he says I anger him. Also, when he’s mad at something, like work, he gets angry at me. I feel like we’re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven.",My husband and I can’t talk to each other without arguing
anger-management,"When I see something I don’t like, I go off like a ticking time bomb. I go from “0 to 100” really quickly.",How can I control my anger?
anger-management,,How do I deal with anger problems towards my mom
sleep-improvement,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.",How do I find out the cause of my depression and anxiety?
sleep-improvement,"I have these dreams of men, and they always seem to try to hurt me. It's gotten so bad that I first wake at 4:30, then 4:45, and finally stay awake by 6:00. I'm always the last one to fall asleep and the first to wake. I hate falling asleep. The longest I've went without sleep is three days.",How can I wake up without having an anxiety attack?
sleep-improvement,"I'm currently up paranoid about, well, everything. I can't get to sleep, and I have a feeling of being watched constantly. I have extreme depression and anxiety. I'd really like to not be this paranoid and go to bed. I've tried night lights, ambiance, and warm baths.",How can I be less paranoid at night?
sleep-improvement,It's especially bad at night time. I am scared of sleeping alone.,Why do I always feel anxious?
sleep-improvement,I have been having horrendous nightmares this whole month.,How do I get rid of my nightmares?
intimacy,"For some reason I feel very uncomfortable with my girlfriend showing off her body in certain poses on social media. I know she is proud of her body and I respect that, but I dont feel comfortable with her openly showing off her body the way she does.
 Anytime I bring it up to her she thinks Im calling her a whore. How can I deal with my girlfriend showing off her body on social media and not hurt her feelings?",I'm not comfortable with my girlfriend showing off her body on social media
intimacy,I love my girlfriend so much. I get an erection even just thinking about her or seeing her. But the two times we tried to have sex I couldn't get an erection. We've only had sex once and it was a long time ago.  Why this is happening and what can I do about it?,Why can't I get an erection with my girlfriend?
intimacy,"I was a single mom most of their growing up life and have guilt about trying to work three jobs and being gone a lot. My children are successful with their own business's, have lots of nanny and cleaning help, but I just feel they have such a great opportunity to spend it with their kids.",Is it ok ayto talk with my grown children about spending time with their children?
intimacy,I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Is it wrong for me to be attracted to my girlfriend?
intimacy,"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before.  I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered ""wrong"" by a lot of people.
 How can I get myself to just move on?",How do I get over a person I fell in love with?
intimacy,"My husband has had issues with alcohol addiction in the past (he'd never admit to this). A while back (3 years ago), I asked him to stop drinking so much, and he agreed. I caught him one night drinking behind my back. I confronted him and he lied, but I told him I knew he was lying because I counted the beers in the fridge and four of them were missing. He admitted and apologized and promised he wouldn't do it again. Lately, my husband has been drinking on and off, but I noticed it was every single night. I didn't like this. For our New Year’s resolution, we decided we were going to limit our alcohol consumption. He was on board—no more drinking every night.
The other night, I counted the beers in the fridge just to see if some were missing. It took a couple of days, but tonight, I discovered a few were missing along with a shot of vodka. He was passed out on the couch when I decided to wake him up and confront him (poor timing, but I couldn't wait). I asked him if he'd come to bed with me (when he drinks, he snores and I cannot sleep—it's a dead giveaway he's been drinking). He slurred a bit and said no. I asked if he had been drinking, but he snapped and said no. I went into our room to sleep, leaving him on the couch. I'm not sure if I'm overreacting or not. I just feel like I'm so honest with him about everything, and I expect the same honesty. He is a good husband in every other regard.",My husband was lying about drinking again
intimacy,"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me.  He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?","I want to have a threesome with my husband and another girl, but I feel really nervous"
intimacy,I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Is it wrong for me to be attracted to my girlfriend?
intimacy,,Why won't my boyfriend have sex with me?
intimacy,"My wife and I have a great relationship except for our sex lives. We are pretty transparent and honest, and basically, she feels bad because she never wants to have sex. She doesn't have the desire. She's also never orgasmed. She feels like a terrible wife and fears I'll cheat on her. She doesn't know why. Last time we had sex, she cried and felt bad and didn't know why she cried. However, she also told me that the last time we had sex, she felt me in her, but it just felt ""ehh"" and wanted to stop. That makes me feel really awful. We rarely have foreplay. Everything I try tickles her, so she makes me stop. We are both frustrated but very much in love. She and I are in our early 20s. We’re married and we have a baby on the way.",My wife doesn't want to have sex
intimacy,"My husband has had issues with alcohol addiction in the past (he'd never admit to this). A while back (3 years ago), I asked him to stop drinking so much, and he agreed. I caught him one night drinking behind my back. I confronted him and he lied, but I told him I knew he was lying because I counted the beers in the fridge and four of them were missing. He admitted and apologized and promised he wouldn't do it again. Lately, my husband has been drinking on and off, but I noticed it was every single night. I didn't like this. For our New Year’s resolution, we decided we were going to limit our alcohol consumption. He was on board—no more drinking every night.
The other night, I counted the beers in the fridge just to see if some were missing. It took a couple of days, but tonight, I discovered a few were missing along with a shot of vodka. He was passed out on the couch when I decided to wake him up and confront him (poor timing, but I couldn't wait). I asked him if he'd come to bed with me (when he drinks, he snores and I cannot sleep—it's a dead giveaway he's been drinking). He slurred a bit and said no. I asked if he had been drinking, but he snapped and said no. I went into our room to sleep, leaving him on the couch. I'm not sure if I'm overreacting or not. I just feel like I'm so honest with him about everything, and I expect the same honesty. He is a good husband in every other regard.",My husband was lying about drinking again
