,labels,content
363,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Why am I upset or down every day even when nothing is going on? + How can I get to a place where I can be content from day to day?
364,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","How do I tell a girl that I crossdress? + I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out.  How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?"
365,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","What should I do about my husband's emotional affair with his ex-wife? + My husband had an emotional affair with his ex-wife in November. She invited him to dinner, alone, with their daughter. I wasn’t aware of this until after 11pm when I asked where he was. He had been drinking, and I told him not to come home that night. The next morning, we talked about going to counseling. He went out that night with friends and said his ex-wife wasn't going. I found out in April that she did go. I gave him the chance to get everything out in the open. I found out that he stayed that second night with her. I asked if they slept in the same bed, and he said yes, both nights. His daughter wasn't there the second night. He claims they didn't have sex, but what else should I think?"
366,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",How can I get over my mom and her girlfriend's breakup? + They broke up recently. She was a huge part of my life.
367,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How do I get over my fears of dying? + Recently, I had a close call after delivering my second child (blood clot followed by internal bleeding and several blood transfusions). It was a close call. I am currently undergoing medical treatment because of the event, and I am constantly afraid the whole ordeal will happen again. I have never really had anxiety in the past, but I find now that it consumes my every day and night. With two beautiful children to raise, I am most terrified of not being able to raise and protect them."
368,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",How can I deal with my depression? + I know I need to deal with my depression. But I don't know how and I don't want to tell anyone.  How can I deal with depression without telling anyone?
369,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How do I tell my parents that I'm gay? + I'm in love with my own gender, and my parents are against that. I don't know how to tell them because I'm afraid they'll not want me anymore."
370,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm scared of losing my girlfriend + My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more.
 I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?"
371,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Why do I think about death? + I noticed lately that I've been thinking a lot about death. I don't want to die, and I'm not suicidal. I just think about what would happen if I died or if someone I loved died. I imagine how sad everyone I know would be. I know it isn't worth it, and I definitely want to live and have a future. I just think about it. When I'm driving, I sometimes imagine what would happen if I just let go of the wheel and kept going."
372,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I don't trust my boyfriend + I found messages between my boyfriend and this girl on social media. He was asking her for naked pictures and then hung out with her once, but nothing happened. I didn’t find out about the messages until last month and that was six months after it happened. I can’t trust him anymore and I'm just wondering if I ever will. He admitted that he wanted to have sex with her but he didn't. He was only talking with her because he thought we were going to have a break up. My heart is completely broken. I feel like I'm in competition with every girl on the planet for my boyfriend’s affection. I'm afraid that he doesn't like me anymore, but without me he's homeless and without a car. I love him so much. It's been tearing me apart. I don't feel pretty anymore though. I don't feel good enough for anyone or anything. I thought I knew him as well as I knew myself. Then all of a sudden my world was flipped upside down. I'm still trying to figure out which way is up."
373,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","How can I get over my ex-boyfriend cheating on me? + It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times. I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up. I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic. My father cheated on my mother when I was little. I wonder if this pain has to do with that. My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal. I'm not sure what to feel to get over it: forgiveness? Hate? He helped me financially after our break up by lending me $3000, so I'm grateful for that. I still hate him for what he did and still want him to like me although we're not even talking anymore. We follow each other on Instagram and that's it. I feel like I still need his validation. This is haunting me day and night. I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook. I feel so bad and keep having nightmares."
374,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How can I get counseling if my primary care physician won't help? + I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?"
375,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How should I deal with my mom's controlling behavior? + I'm an adult, facing problems with my mom. She's way too controlling. She decides things for me, disregarding whatever I say. I tried explaining my side to her calmly, but she eventually gets angry and doesn't wish to listen to me regardless of how I speak to her."
376,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Is it healthy to embarrass a child as punishment? + My grandson's step-mother sends him to school with a pink Barbie backpack as a form of punishment.
377,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","How can I find out I'm being cheated on? + I was in a relationship with a woman for four years. We both made mistakes, but I do love her.  She has moved in with another lady. I think she is just cheating on me to make me miss her. How can I find out for sure?"
378,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","If I'm not with my boyfriend, I have emotional breakdowns + I’ve been with my boyfriend for a year and a half. He loves me a lot, and I love him. It hurts to be apart from him for so long. It hurts all over, and then I feel like it won't last."
379,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How do I talk about my feelings of depression, and to who do I talk to? + I am a teenager. I have been experiencing major episodes of depression (if that's even what it is) for several years. It’s always getting worse. I have been having panic attacks, feeling like I can't control my fears, and I can't even bring myself to care if I live or die anymore. The problem is that I don't know who to ask for help. When I try to talk to my parents, I freeze completely and can't do anything but make a joke because never once in my life have we talked about our feelings."
380,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do you get over someone cheating on you when you are trying to make it work? + My boyfriend of five years told me he cheated on me during our relationship after we broke up. We've since gotten back together and are trying to make it work. I don't know how to trust him now, but I really want to make it work, and it seems like he does too. But my trust issues are getting in the way and causing problems."
381,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","My husband doesn't trust me + My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not."
382,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How do I stop feeling empty? + I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?"
383,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Why can't I change? + I know I'm ruining my life with a lot of the decisions I make. I consistently tell myself I need to make some serious changes in my life, but I just can't seem to even though I really want to. Why can't I force myself to change?"
384,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","Is it wrong to cheat on my husband? + We don't have sex a lot. I cheat when we argue. I don't kiss or have unprotected sex with them. It's a one time thing, and I never see them twice."
385,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How can I avoid family members who stress me out? + My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore."
386,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",My ex-boyfriend and I broke up about 3 months ago and now he wants me back + I'm currently dating someone else and I really like him. But I love and miss my ex so much. What do I do?
387,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","My husband wants a divorce after I was diagnosed with severe depression + He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out."
388,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How do I overcome my depression? + I feel depressed even though I act like a happy with my family. I act like I’m happy so my son doesn’t see me sad. I act like my life is a happy life, but I feel sad and depressed. I sometimes think of killing myself and that my family deserve someone better than me. I just cry and write in my book all these feelings."
389,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How do I pick which parents house I want to live at? + My mom and dad got divorced four years ago. I had to finish out the school year with my dad, and now they are deciding which place is best for me. I can't choose. How can I choose if I love both places?"
390,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","Why can't I laugh anymore? + I used to be the funny guy of the group—the class clown, if you will. I used to laugh uncontrollably all the time and be able to be social without it feeling awkward. Now I can't laugh at all, and I'm dead inside."
391,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Why do my boyfriend and I have such trouble communicating? + We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate."
392,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","How can I convince my mother to seek help for her obsessive-compulsive disorder? + My mother has quite severe, undiagnosed OCD, diagnosed posttraumatic stress disorder, and maybe other mental health issues. She is weeks away from moving in with me, my husband, and our three children. I love my mother, but once she gets within her own area, she begins to tape all cracks and crevasses. She cannot tolerate any smells."
393,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","I am afraid of sex + I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex."
394,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Can my marriage be saved? + I have been married for ten years. My husband is 29 years my senior. We have a young daughter. Ever since she was born, my husband has ""shut down."" We have no intimacy; he doesn't even kiss me. I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection. My self-esteem is gone, and I feel so alone. He has stranded me. He uses his passive-aggressive ways and ignores every comment I make. He refuses to talk to me in detail."
395,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","My husband works all the time and neglects his family + My husband always works. He does work from home, but his hours are from morning until night, and he neglects his family. If I have anything I want to do, I have to find a babysitter, but he does what he wants. He rarely comes to bed when I do, and we never have date nights."
396,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",How do I tell one parent I want to live with the other one? + I want to live with my mom. My dad gets angry and makes me feel like everything is my fault. I still talk to my mom although My dad tells me that I'm no allowed to. I'm scared I will make the wrong decision and that my dad will hate me.  How do I tell him that I want to live with my mom?
397,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","I'm concerned about my 12 year old daughter + I'm concerned about My 12 year old daughter.  About a month or two ago she started walking on her toes, as well as coloring and writing very messy. This all happened very suddenly. She has never walked on her tiptoes and has always colored and written very neatly.  Is this something I should be concerned abou? Any advice will help."
398,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","My ex left without fully explaining but I feel broken and empty + About 5 months ago my ex left without fully explaining why. For me it seemed out of the blue. I don't miss her as much as I used to but I just don't trust people anymore, not even my friends who I have known since my childhood not even my family. I'm so terrified of being judged or dismissed. Instead of acting like someone else or putting on a mask of a personality, I've just shut down. I haven't felt that sense of comfort and happiness with myself since everything fell apart. I'm scared to because I don't want it to be taken away from me again. I feel like ever lesson I learn only last a day. I just don't know what to do. I'm working at a place I know I should enjoy. I'm keeping up with my creative passions: working out, eating healthy, etc. I'm doing everything the books say I should do, but I don't feel any different. I just don't know what to do."
399,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","I have an old roommate who might be a psychopath + I was “mentored” by this guy for a few years spiritually. It was okay at times, but other times, it was just weird. I try not to think about it too much, but a lot of manipulation and lying happened, yet no one else really believed me when I told them. It's like he's two different people, and no one else really sees that side of him. I was blamed for a lot of our troubles, and now we don't really talk much. I'm worried because he's in a trusted position of leadership and no one suspects anything. They just think I'm attacking his character. How do I know for sure?"
400,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How can I not miss my boyfriend while he's in Ireland? + My boyfriend is in Ireland for 11 days, and I am an emotional wreck."
401,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm a 19 year old male with low self esteem. I've always been very closed off about my feelings and problems + A few nights ago I talked to this girl I know about my self esteem issues for the first time. We talked for hours and she told me time and again that I was a great guy. She told me I was attractive, and have a great personality, etc. I really started to feel better about myself by the time I woke up the next morning.Now, though, I can't stop thinking about her, but I leave to go back to college in a few days and I go to school 4 hours away from her. So now I feel constantly depressed because even if I told her how I felt it wouldn't matter. I feel helpless and I don't know what to do."
402,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","How should we punish our son for peeing his pants because of laziness? + He is an adolescent. He has peed his pant multiple times over the last few years, all at times when he is too wrapped up in a video game or video. We have taken away games and videos for long periods of time as punishment, but after a few months of having then back, he pees his pants again."
403,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",I am very self conscious about my body + On the first day of school I wore a bra that was too big so that it would look like I had bigger boobs. I did that the whole school year and my parents never found out. But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest.  How do I fix this?
404,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","What's wrong with me for going to summer school? + It's the way my mom said I was worth nothing, stupid, no point of being in school. I'm ""lazy little fat."""
405,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How to stop worrying in a long distance relationship? + My partner lives in Canada while I live in the US. We visit each other, but we go months in between visits. I have anxiety, and I'm always anxious about him cheating or still having feelings for an ex that he dated for three years. He doesn't understand my anxiety. How do I stop myself from worrying so much?"
406,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Am I overreacting by breaking up with my boyfriend because he called me a particular profanity? + My boyfriend called me a particular profanity and I broke up with him. This is the third time he's called me this and I'm just completely done with giving him chances. He knows how much it bothers me. I just want to know if I'm over reacting.
407,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How can I find myself again? + I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments."
408,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","My husband yells “enough” when I tell him he needs to change + That phrase makes me crazy. It happens anytime I point out something to my husband that he needs to change, such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie. Another example is when he opens the front door, the dog runs out if he doesn't pick him up. Over and over again, he lets the dog run out, and I am afraid he will get hit by a car."
409,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","Did I make a mistake breaking up with a guy who said his ex-girlfriend will always be on his mind? + He was in love with someone years ago, and he still thinks about her time to time. He said, and I quote, ""That relationship is definitely over. I love you, but that girl will always be in my mind."" It just didn't feel like he appreciated all the things I've done to make him happy."
410,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","How can I let go of a relationship when the woman is married? + We've been seeing each other for six years. She has a teenage daughter, and she don't want to break the family up."
411,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Why does my boyfriend think every some I like means something about our relationship? + Whenever I sing along with a song that I like (even if it's just for the beat and not the lyrics), my boyfriend assumes that the words of the song mean something negative about our realationship.  I don't why he gets so mad and assumes I mean something negative from every song. Now I can't enjoy and sing a song without him thinking I'm trying to give him a hint. He even accuses me of cheating and lying. It's driving me nuts. I love him and would never do such an awful thing ever. How can I get him to understand?"
412,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","My husband was lying about drinking again + My husband has had issues with alcohol addiction in the past (he'd never admit to this). A while back (3 years ago), I asked him to stop drinking so much, and he agreed. I caught him one night drinking behind my back. I confronted him and he lied, but I told him I knew he was lying because I counted the beers in the fridge and four of them were missing. He admitted and apologized and promised he wouldn't do it again. Lately, my husband has been drinking on and off, but I noticed it was every single night. I didn't like this. For our New Year’s resolution, we decided we were going to limit our alcohol consumption. He was on board—no more drinking every night.
The other night, I counted the beers in the fridge just to see if some were missing. It took a couple of days, but tonight, I discovered a few were missing along with a shot of vodka. He was passed out on the couch when I decided to wake him up and confront him (poor timing, but I couldn't wait). I asked him if he'd come to bed with me (when he drinks, he snores and I cannot sleep—it's a dead giveaway he's been drinking). He slurred a bit and said no. I asked if he had been drinking, but he snapped and said no. I went into our room to sleep, leaving him on the couch. I'm not sure if I'm overreacting or not. I just feel like I'm so honest with him about everything, and I expect the same honesty. He is a good husband in every other regard."
413,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","I think I have a fetish that might be getting out of control + I've developed a really intense and unexpected attraction to An actress after seeing her in a ballet uniform while guest starring on a television show. I try, but I can't get her out of my mind. What should I do?"
414,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",I'm feeling overwhelmed + My two adult sons live with me. One has been having panic attacks and hasn't been able to work for over 6 months. He doesn't want to get help. I'm feeling so overwhelmed. What can I do?
415,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Why am I not as comfortable around my boyfriend anymore? + I've been experiencing a lot of anxiety and panic attacks lately. I was recently diagnosed by my psychiatrist with obsessive-compulsive disorder. Lately, I've been questioning everything from my career to my relationship. My boyfriend and I just moved in a few months ago. All of a sudden, I don't feel as comfortable around him as I used to, although I can't seem to find a reason as to why I feel this way."
416,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","Why is it so hard for me to be social? + I was in a relationship for almost five years. We were friends for a few years before we got into a relationship. He was a caring, friendly, and charming guy up until three and a half years in. He started controlling me: who I hung out with, where I was at all times, and he had a huge hissy fit if I tried to ask him the same questions. All that time, he just liked me as a friend and was cheating on me with my so-called friends. At the end, he was a nasty and narcissistic person. Now it’s hard to be social."
417,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm with someone, but I have unresolved feelings for my ex-boyfriend + Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend. It’s like I can't get past it, and I need some kind of closure. I keep thinking about how we had something, but it got cut off due to parental intervention. Nothing was ever wrong with it. Now we've become friends, but there's this huge sexual tension between us, or at least I feel it when we're physically in the same place.
 Two summers ago, we saw each other casually for a while, but we never had sex then or while we were dating, which was only for two months three years ago. I'm now in my 20s, and my current boyfriend is amazing and in his 30s. Despite the age difference, I know we're a really good match. We've never really fought and are able to make compromises and talk everything out. I tell him everything. Also, my ex-boyfriend has a girlfriend now as well. He’s been seeing her on and off for the past two and a half years, besides when they broke up and we had our casual thing. That summer, I told him I didn't want anything serious and broke it off. Only a week later, he had gotten back together with his girlfriend. His girlfriend is kind of mean spirited. I'm sure she may be different around him, but I worry about him committing to her in the long run. They're supposed to move in together soon. But still, I feel this connection with my ex-boyfriend, and I feel like he does too.  I don't know what to do. I need some closure or I'm not going to be able to move on from this. I don't know what it is, but it's driving me crazy. I’m so happy with my current boyfriend, and I know he will do everything in his power to make my life beautiful and fulfilling. He’s such a good person. I also know my ex-boyfriend smokes marijuana and does other things, but I can't get it out of my head. I'm trying to take a nap right now between classes, but I can't sleep because my mind is racing. I've never been so hung up on something for this long ever.
 I want to just talk it out with my ex-boyfriend, but I don't know if that's a good idea because of the possibility that it could blow up in my face. If he told his girlfriend, everything could go wrong because she hates me. If my current boyfriend knew, he would be crushed. On one hand, I want my ex-boyfriend to say no to having feelings for me, but I would be terrified of what to do if he said he has feelings too. Where would I go from there? On the other hand, I feel like I can't move forward in my relationship with my current boyfriend without closure from this. Sometimes I wish I could just cut off everything that had to do with my ex, but I don't want to.
 Please help me, because I really have no idea what to do."
418,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How can I learn to be content and at peace? + I recently broke up with my boyfriend After being together for over 4 years. I truly believe I did the right thing, but omehow being single now has made me very needy and unsure of myself.
  I am seeing someone casually and I am losing my mind with anxiety about how he feels about me and this need for validation.
 How can I learn to be content and at peace with myself regardless of my career, relationship status, etc?"
419,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","I think my wife is running from the pain of losing our first born + My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she gets emotional and says she doesn't think she loves me, but then we go back to normal. This time, another guy came in and showed her attention. I'll forgive the cheating if she'll come home."
420,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Why is it so hard for me to talk publicly? + I feel really uncomfortable when I have people's attention. It makes me not want to talk in public or answer questions in class. Can I get over this social anxiety?
421,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","My girlfriend is always accusing me of cheating on her when I haven't + Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her. When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?"
422,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","What can I do about my boyfriend being so close with another girl? + My boyfriend has this close female friend. It always bothered me because of how close they are, so I decided to meet her. That made the situation worse because they were even closer than what I thought. They acted like a couple rather than friends with each other. There was no physical interaction, but he talks to this girl a lot. What can I do? Leaving him isn't an option."
423,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","Should I tell my separated wife that I'm expecting a child with the woman I'm dating? + I got married in 2014. I have a two year old son. His mom and I decided to separate due to my infidelities. We've tried to reconcile our differences but it never works out. Since we've been separated, I've dated someone, and we are expecting a baby girl. Is this something I should mention to my wife? The current woman whom I'm dating has been telling me for months to break up with her, but it's hard because I actually love her."
424,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","How can I handle my alcoholic son? + I have an alcoholic son who is draining me financially. I want to get him help, but he doesn't want help. It's making me anxious and depressed."
425,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","My daughter-in-law is smoking marijuana while pregnant + My new daughter-in-law just informed me that she is smoking marijuana while pregnant because of her morning sickness. I’m in shock and I don’t know how to respond. I just lost my mom, and she was good with advice."
426,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","How can I be less anxious around new people? + I have developed bad social anxiety within the last year, and I just can't stand to be around people. I recently got a new girlfriend, and she is extremely close to her large family and wants me to be around them all of the time. My last visit with them, I was quiet and uncomfortable, and she got mad."
427,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I don't know where the lines should be drawn with my boyfriend's ex + I want us all to get along, but feel that I am not being respected. Of course I do have some insecurities because he was with his ex for 8 years. He wants to see his step daughter and ex makes it so he has to go there to see her, but she doesn't want me around. She has a boyfriend, but mine fixes their vehicles, goes over once a week and hangs out with the ex and does family things with her. Since he works nights, I only see him parts of Friday-Sunday and we live together. He won't let me use his phone when I forgot mine, says his ex used to mess with it. I don't think he's cheating, but he will lie about what time he actually left her place to come home or about going over early to be with them. I feel like the other woman. She has tried to mess with holiday plans by restricting when he can see the child. He only dated once person before her, so this could be why. I don't feel he has let go enough. He is a wonderful boyfriend other than this."
428,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm worried that I will be single forever + I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.
 Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes."
429,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Why do I always think my girl is cheating on me? + She works with a man and always looks at guys that check her out.
430,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","What are the long term effects of losing one's adopted mother? + The birth mother attempted suicide several times while pregnant. The adopted mother was terminally ill upon adopting the baby and died when the child was just over one year old. The adopted father then remarried to a physically, psychologically, and emotionally abusive woman. The child was placed in foster care at 11 years old.  What might be the long term effects on an adult with this childhood history?"
431,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I handle my fiancée always telling me how bad of a job I'm doing in making them happy? + My fiancée is always letting me know how I am a horrible/evil person, or I just don’t care enough when it’s about her feeling or when she is having an off day."
432,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","My wife won't do things she used to do + There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person."
433,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","I just feel so alone + I feel so alone. I have so many people around me, but it seems as they just listen and dont understand. They say it will all be okay, or they don't listen to me st all. Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?"
434,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","What can I do when I feel like I'm not using my potential? + I am in my mid 30s. I feel I have used only 5% of my potential. I am in film making, but everything is stuck. I've never had a serious relationship. I had worthless jobs. I do a lot of meditation to try to fix it."
435,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How can I stop repetitive thoughts and feel confident again? + I have been repeating the same thought pattern for seven years and have completely lost control of any situation. I am in my early 30s, and I feel like I am trapped in my body, mind, soul, and house because I feel embarrassed to go anywhere or talk to anyone."
436,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",I recently lied to my fiancé about my past + I find myself lying about small everyday things that there is really no need to lie about. How do I figure out what triggers me to do this? And how do I help overcome this problem? I would like to become more honest and open no matter the situation.
437,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How do I tell my elderly mother that I can’t stay for long visits? + My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems"
438,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","My boyfriend says he needs time to think about us + I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot."
439,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Is there anything I can do to make my anxiety go away? + I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and following my parent around the house. I can't go into stores (grocery stores specifically) on my own, and when I do, I have to be on the phone with my dad the whole time. I also forget things a lot."
440,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","Is there something I should do to help my friend who is in an abusive relationship? + My friend’s husband is bipolar and refuses to take medication for it. He has taken the wheels off her vehicle before to prevent her from leaving. He has held her a prisoner in her home. He has choked her, hit her, etc. She has almost divorced him a couple of times but always makes up with him, thinking that he is going to change. She and I went to a wedding out of town in September of 2014, and ever since she has been back, he is convinced that she cheated on him while we were gone. Now he is saying that I have also cheated on my boyfriend and has come to my house and told my boyfriend this."
441,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How do I get over a friend/coworker? + I am conflicted with this guy I work with. He is a coworker and close friend whom I've had a crush on since meeting him four years ago. We made out once after years of flirting. I was hoping for more, but nothing happened. I distanced myself a lot after."
442,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","Might I have depression? + I sleep a lot. Music changes my mood. I cry every Wednesday. My mind is like a maze that even I get lost in. I don't usually feel my true emotions, but instead, I get fake mirrored ones."
